lowercase_lemma,count,type,subtypes,DBpedia_URL,Wikipage,min_relevance,max_relevance,median_relevance,avg_relevance,stdev_relevance,sentiment_labels,min_sentiment_score,max_sentiment_score,median_sentiment_score,avg_sentiment_score,stdev_sentiment_score,min_emotion_sadness,max_emotion_sadness,median_emotion_sadness,avg_emotion_sadness,stdev_emotion_sadness,min_emotion_fear,max_emotion_fear,median_emotion_fear,avg_emotion_fear,stdev_emotion_fear,min_emotion_joy,max_emotion_joy,median_emotion_joy,avg_emotion_joy,stdev_emotion_joy,min_emotion_anger,max_emotion_anger,median_emotion_anger,avg_emotion_anger,stdev_emotion_anger,min_emotion_disgust,max_emotion_disgust,median_emotion_disgust,avg_emotion_disgust,stdev_emotion_disgust
kalau,1,['Location'],['City'],['NONE'],['NONE'],0.214211,0.214211,0.214211,0.214211,,['negative'],-0.6520199999999999,-0.6520199999999999,-0.6520199999999999,-0.6520199999999999,,0.172539,0.172539,0.172539,0.172539,,0.344852,0.344852,0.344852,0.344852,,0.024133,0.024133,0.024133,0.024133,,0.48825799999999997,0.48825799999999997,0.48825799999999997,0.48825799999999997,,0.365981,0.365981,0.365981,,
karan,1,['Person'],['NONE'],['NONE'],['NONE'],0.213497,0.213497,0.213497,0.213497,,['positive'],0.576105,0.576105,0.576105,0.576105,,0.18036300000000002,0.18036300000000002,0.18036300000000002,0.18036300000000002,,0.034741,0.034741,0.034741,0.034741,,0.507141,0.507141,0.507141,0.507141,,0.148902,0.148902,0.148902,0.148902,,0.050102999999999995,0.050102999999999995,0.050102999999999995,,
kardashian,1,['Person'],['NONE'],['NONE'],['NONE'],0.148036,0.148036,0.148036,0.148036,,['negative'],-0.7467229999999999,-0.7467229999999999,-0.7467229999999999,-0.7467229999999999,,0.21427100000000002,0.21427100000000002,0.21427100000000002,0.21427100000000002,,0.21332600000000002,0.21332600000000002,0.21332600000000002,0.21332600000000002,,0.23673200000000005,0.23673200000000005,0.23673200000000005,0.23673200000000005,,0.05791,0.05791,0.05791,0.05791,,0.054780999999999996,0.054780999999999996,0.054780999999999996,,
karen,3,['Person'],['NONE'],['NONE'],['NONE'],0.200663,0.573595,0.279035,0.3510976666666667,0.19663250011463854,['positive' 'neutral'],0.0,0.47766499999999995,0.23826799999999998,0.23864433333333332,0.2388327223734916,0.0,0.16686900000000002,0.0,0.055623000000000006,0.09634186206940366,0.0,0.066359,0.0,0.022119666666666666,0.03831238651315438,0.0,0.143249,0.0,0.04774966666666666,0.0827048487111447,0.0,0.072348,0.0,0.024116,0.04177013727533105,0.0,0.189119,0.0,,0.10918790555887282
karis,1,['Person'],['NONE'],['NONE'],['NONE'],0.238477,0.238477,0.238477,0.238477,,['neutral'],0.0,0.0,0.0,0.0,,0.194492,0.194492,0.194492,0.194492,,0.244273,0.244273,0.244273,0.244273,,0.124501,0.124501,0.124501,0.124501,,0.077045,0.077045,0.077045,0.077045,,0.266477,0.266477,0.266477,,
karl penhaul,2,['Person'],['NONE'],['NONE'],['NONE'],0.236654,0.378498,0.307576,0.307576,0.10029885427062464,['neutral'],0.0,0.0,0.0,0.0,0.0,0.046319,0.054996,0.0506575,0.0506575,0.006135565540355676,0.073755,0.117841,0.095798,0.095798,0.031173509555390135,0.254483,0.5705060000000001,0.41249450000000004,0.41249450000000004,0.22346200631091634,0.080308,0.20217000000000002,0.141239,0.141239,0.08616944656895506,0.08067300000000001,0.152059,0.116366,,0.050477524681782876
karl penhaul al jazeera,3,['Person'],['NONE'],['NONE'],['NONE'],0.43306999999999995,0.462029,0.455712,0.45027033333333333,0.015227104857238438,['negative' 'positive'],-0.518809,0.773341,-0.27621599999999996,-0.007227999999999975,0.6867887693701753,0.018394,0.23969400000000002,0.113276,0.12378800000000001,0.11102386728987602,0.11078699999999997,0.193727,0.134458,0.14632399999999998,0.04272425970101766,0.324142,0.584707,0.566887,0.49191199999999996,0.1455660254832837,0.059575,0.15794,0.066426,0.094647,0.054920278012770475,0.045735000000000005,0.13250599999999998,0.101734,,0.04399244333973733
karthik,1,['Company'],['NONE'],['NONE'],['NONE'],0.5169590000000001,0.5169590000000001,0.5169590000000001,0.5169590000000001,,['neutral'],0.0,0.0,0.0,0.0,,0.098499,0.098499,0.098499,0.098499,,0.056255999999999994,0.056255999999999994,0.056255999999999994,0.056255999999999994,,0.70908,0.70908,0.70908,0.70908,,0.020863999999999997,0.020863999999999997,0.020863999999999997,0.020863999999999997,,0.04027,0.04027,0.04027,,
katadyn,1,['Company'],['NONE'],['NONE'],['NONE'],0.374573,0.374573,0.374573,0.374573,,['negative'],-0.43961300000000003,-0.43961300000000003,-0.43961300000000003,-0.43961300000000003,,0.131119,0.131119,0.131119,0.131119,,0.341457,0.341457,0.341457,0.341457,,0.28929,0.28929,0.28929,0.28929,,0.14640899999999998,0.14640899999999998,0.14640899999999998,0.14640899999999998,,0.178679,0.178679,0.178679,,
katherine,2,['Person'],['NONE'],['NONE'],['NONE'],0.251725,0.267753,0.259739,0.259739,0.011333507488858014,['negative' 'positive'],-0.7686649999999999,0.633342,-0.06766149999999999,-0.06766149999999999,0.9913686569710077,0.0,0.317213,0.1586065,0.1586065,0.2243034633805283,0.0,0.23492600000000002,0.11746300000000001,0.11746300000000001,0.16611776767703088,0.0,0.022195,0.0110975,0.0110975,0.015694235008435423,0.0,0.159778,0.079889,0.079889,0.11298010728442419,0.0,0.599459,0.2997295,,0.4238815239433066
kathleen,1,['Person'],['NONE'],['NONE'],['NONE'],0.15883599999999998,0.15883599999999998,0.15883599999999998,0.15883599999999998,,['negative'],-0.765573,-0.765573,-0.765573,-0.765573,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
kathryn,1,['Person'],['NONE'],['NONE'],['NONE'],0.28172600000000003,0.28172600000000003,0.28172600000000003,0.28172600000000003,,['neutral'],0.0,0.0,0.0,0.0,,0.255614,0.255614,0.255614,0.255614,,0.212261,0.212261,0.212261,0.212261,,0.347104,0.347104,0.347104,0.347104,,0.189442,0.189442,0.189442,0.189442,,0.176515,0.176515,0.176515,,
keats,1,['Person'],['NONE'],['NONE'],['NONE'],0.313598,0.313598,0.313598,0.313598,,['negative'],-0.736539,-0.736539,-0.736539,-0.736539,,0.338233,0.338233,0.338233,0.338233,,0.16618,0.16618,0.16618,0.16618,,0.012306000000000001,0.012306000000000001,0.012306000000000001,0.012306000000000001,,0.37496199999999996,0.37496199999999996,0.37496199999999996,0.37496199999999996,,0.441671,0.441671,0.441671,,
kenda,1,['Person'],['NONE'],['NONE'],['NONE'],0.4086280000000001,0.4086280000000001,0.4086280000000001,0.4086280000000001,,['neutral'],0.0,0.0,0.0,0.0,,0.499198,0.499198,0.499198,0.499198,,0.08428,0.08428,0.08428,0.08428,,0.056175,0.056175,0.056175,0.056175,,0.127486,0.127486,0.127486,0.127486,,0.12056800000000001,0.12056800000000001,0.12056800000000001,,
kendall catalonia,1,['Location'],['City'],['NONE'],['NONE'],0.584937,0.584937,0.584937,0.584937,,['neutral'],0.0,0.0,0.0,0.0,,0.188448,0.188448,0.188448,0.188448,,0.12901500000000002,0.12901500000000002,0.12901500000000002,0.12901500000000002,,0.250833,0.250833,0.250833,0.250833,,0.09395099999999999,0.09395099999999999,0.09395099999999999,0.09395099999999999,,0.05692100000000001,0.05692100000000001,0.05692100000000001,,
kenny,1,['Person'],['NONE'],['NONE'],['NONE'],0.503217,0.503217,0.503217,0.503217,,['positive'],0.37805,0.37805,0.37805,0.37805,,0.323887,0.323887,0.323887,0.323887,,0.033989,0.033989,0.033989,0.033989,,0.283568,0.283568,0.283568,0.283568,,0.228028,0.228028,0.228028,0.228028,,0.079654,0.079654,0.079654,,
kentish,1,['Location'],['City'],['NONE'],['NONE'],0.23680199999999998,0.23680199999999998,0.23680199999999998,0.23680199999999998,,['positive'],0.518858,0.518858,0.518858,0.518858,,0.141719,0.141719,0.141719,0.141719,,0.08519,0.08519,0.08519,0.08519,,0.191139,0.191139,0.191139,0.191139,,0.091797,0.091797,0.091797,0.091797,,0.07810800000000001,0.07810800000000001,0.07810800000000001,,
kevin,1,['Person'],['NONE'],['NONE'],['NONE'],0.234163,0.234163,0.234163,0.234163,,['neutral'],0.0,0.0,0.0,0.0,,0.609532,0.609532,0.609532,0.609532,,0.08768200000000001,0.08768200000000001,0.08768200000000001,0.08768200000000001,,0.293876,0.293876,0.293876,0.293876,,0.027353,0.027353,0.027353,0.027353,,0.058733000000000014,0.058733000000000014,0.058733000000000014,,
khattala,1,['Person'],['NONE'],['NONE'],['NONE'],0.6758810000000001,0.6758810000000001,0.6758810000000001,0.6758810000000001,,['neutral'],0.0,0.0,0.0,0.0,,0.40780700000000003,0.40780700000000003,0.40780700000000003,0.40780700000000003,,0.205634,0.205634,0.205634,0.205634,,0.133787,0.133787,0.133787,0.133787,,0.221863,0.221863,0.221863,0.221863,,0.203824,0.203824,0.203824,,
kia orana,1,['Company'],['NONE'],['NONE'],['NONE'],0.5281859999999999,0.5281859999999999,0.5281859999999999,0.5281859999999999,,['neutral'],0.0,0.0,0.0,0.0,,0.187349,0.187349,0.187349,0.187349,,0.037212,0.037212,0.037212,0.037212,,0.138256,0.138256,0.138256,0.138256,,0.065591,0.065591,0.065591,0.065591,,0.052160000000000005,0.052160000000000005,0.052160000000000005,,
kim torah,1,['Person'],['NONE'],['NONE'],['NONE'],0.220338,0.220338,0.220338,0.220338,,['neutral'],0.0,0.0,0.0,0.0,,0.284027,0.284027,0.284027,0.284027,,0.334689,0.334689,0.334689,0.334689,,0.24121199999999998,0.24121199999999998,0.24121199999999998,0.24121199999999998,,0.141901,0.141901,0.141901,0.141901,,0.211023,0.211023,0.211023,,
kimmy,1,['Person'],['NONE'],['NONE'],['NONE'],0.791296,0.791296,0.791296,0.791296,,['positive'],0.6296430000000001,0.6296430000000001,0.6296430000000001,0.6296430000000001,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,
king 's college london,1,['Organization'],['NONE'],['NONE'],['NONE'],0.269369,0.269369,0.269369,0.269369,,['neutral'],0.0,0.0,0.0,0.0,,0.19255899999999998,0.19255899999999998,0.19255899999999998,0.19255899999999998,,0.147768,0.147768,0.147768,0.147768,,0.388934,0.388934,0.388934,0.388934,,0.163471,0.163471,0.163471,0.163471,,0.194009,0.194009,0.194009,,
king ferdinand,3,['Person'],['NONE'],['NONE'],['NONE'],0.165326,0.17869100000000002,0.172807,0.17227466666666666,0.006698383411938542,['neutral'],0.0,0.0,0.0,0.0,0.0,0.21992899999999999,0.37687,0.28034499999999996,0.2923813333333333,0.07915980267997977,0.032394,0.058603999999999996,0.044831,0.045276333333333335,0.01311067375588811,0.464466,0.519131,0.49957799999999997,0.4943916666666666,0.02769908114601157,0.037861,0.085724,0.070271,0.06461866666666667,0.024427000354798646,0.049937,0.08909500000000001,0.051007,,0.022305416412462097
king ferdinand ii,1,['Person'],"['ChivalricOrderMember, Monarch, NoblePerson, OperaCharacter']",['http://dbpedia.org/resource/Ferdinand_II_of_Aragon'],['http://en.wikipedia.org/wiki/Ferdinand_II_of_Aragon'],0.185952,0.185952,0.185952,0.185952,,['neutral'],0.0,0.0,0.0,0.0,,0.372242,0.372242,0.372242,0.372242,,0.054762,0.054762,0.054762,0.054762,,0.272681,0.272681,0.272681,0.272681,,0.36907,0.36907,0.36907,0.36907,,0.169078,0.169078,0.169078,,
king philip v,2,['Person'],"['ChivalricOrderMember, Monarch, NoblePerson, OperaCharacter']",['http://dbpedia.org/resource/Philip_V_of_Spain'],['http://en.wikipedia.org/wiki/Philip_V_of_Spain'],0.150541,0.197329,0.173935,0.173935,0.03308411207815618,['neutral'],0.0,0.0,0.0,0.0,0.0,0.264982,0.5419149999999999,0.4034485,0.4034485,0.19582120223433414,0.070096,0.116006,0.093051,0.093051,0.03246327232427439,0.20562399999999997,0.44998999999999995,0.32780699999999996,0.32780699999999996,0.17279285569143185,0.085634,0.086012,0.08582300000000001,0.08582300000000001,0.0002672863632885173,0.059467,0.087257,0.073362,,0.019650497449174156
king philippe,1,['Person'],['NONE'],['NONE'],['NONE'],0.20785399999999998,0.20785399999999998,0.20785399999999998,0.20785399999999998,,['negative'],-0.3211,-0.3211,-0.3211,-0.3211,,0.195526,0.195526,0.195526,0.195526,,0.05128200000000002,0.05128200000000002,0.05128200000000002,0.05128200000000002,,0.334086,0.334086,0.334086,0.334086,,0.39974299999999996,0.39974299999999996,0.39974299999999996,0.39974299999999996,,0.19083699999999998,0.19083699999999998,0.19083699999999998,,
kira,2,['Person'],['NONE'],['NONE'],['NONE'],0.4319310000000001,0.597961,0.514946,0.514946,0.11740093888040237,['neutral'],0.0,0.0,0.0,0.0,0.0,0.039776,0.139307,0.0895415,0.0895415,0.07037904503827826,0.03348,0.08248,0.057980000000000004,0.057980000000000004,0.034648232278140824,0.121056,0.19836099999999998,0.15970849999999998,0.15970849999999998,0.054662889719626045,0.019378,0.092968,0.056173,0.056173,0.05203598802751803,0.031699,0.07836,0.055029499999999995,,0.03299430951694549
kira he,1,['Person'],['NONE'],['NONE'],['NONE'],0.16203399999999998,0.16203399999999998,0.16203399999999998,0.16203399999999998,,['neutral'],0.0,0.0,0.0,0.0,,0.49572299999999997,0.49572299999999997,0.49572299999999997,0.49572299999999997,,0.078398,0.078398,0.078398,0.078398,,0.09036699999999999,0.09036699999999999,0.09036699999999999,0.09036699999999999,,0.31522100000000003,0.31522100000000003,0.31522100000000003,0.31522100000000003,,0.129075,0.129075,0.129075,,
kissimmee,1,['Location'],['City'],"['http://dbpedia.org/resource/Kissimmee,_Florida']","['http://en.wikipedia.org/wiki/Kissimmee,_Florida']",0.35891799999999996,0.35891799999999996,0.35891799999999996,0.35891799999999996,,['neutral'],0.0,0.0,0.0,0.0,,0.429777,0.429777,0.429777,0.429777,,0.079666,0.079666,0.079666,0.079666,,0.24887800000000002,0.24887800000000002,0.24887800000000002,0.24887800000000002,,0.10756500000000001,0.10756500000000001,0.10756500000000001,0.10756500000000001,,0.13663699999999998,0.13663699999999998,0.13663699999999998,,
kofi annan,1,['Person'],"['Politician, AwardWinner, BoardMember, ChivalricOrderMember, OfficeHolder']",['http://dbpedia.org/resource/Kofi_Annan'],['http://en.wikipedia.org/wiki/Kofi_Annan'],0.258863,0.258863,0.258863,0.258863,,['neutral'],0.0,0.0,0.0,0.0,,0.270867,0.270867,0.270867,0.270867,,0.160326,0.160326,0.160326,0.160326,,0.204197,0.204197,0.204197,0.204197,,0.10597999999999999,0.10597999999999999,0.10597999999999999,0.10597999999999999,,0.159397,0.159397,0.159397,,
kokomo,1,['Location'],['City'],['NONE'],['NONE'],0.648948,0.648948,0.648948,0.648948,,['neutral'],0.0,0.0,0.0,0.0,,0.13692200000000002,0.13692200000000002,0.13692200000000002,0.13692200000000002,,0.093428,0.093428,0.093428,0.093428,,0.438928,0.438928,0.438928,0.438928,,0.114429,0.114429,0.114429,0.114429,,0.299849,0.299849,0.299849,,
koo national,1,['Person'],['NONE'],['NONE'],['NONE'],0.5451699999999999,0.5451699999999999,0.5451699999999999,0.5451699999999999,,['positive'],0.5743550000000001,0.5743550000000001,0.5743550000000001,0.5743550000000001,,0.14414100000000002,0.14414100000000002,0.14414100000000002,0.14414100000000002,,0.06679700000000001,0.06679700000000001,0.06679700000000001,0.06679700000000001,,0.062782,0.062782,0.062782,0.062782,,0.43153400000000003,0.43153400000000003,0.43153400000000003,0.43153400000000003,,0.389768,0.389768,0.389768,,
korea,3,['Location'],"['Country' 'GovernmentalJurisdiction, Country']",['NONE' 'http://dbpedia.org/resource/South_Korea'],['NONE' 'http://en.wikipedia.org/wiki/South_Korea'],0.21275100000000002,0.362792,0.245768,0.27377033333333334,0.07884271319743716,['positive' 'neutral' 'negative'],-0.560481,0.474055,0.0,-0.028808666666666666,0.517869325486974,0.186204,0.280017,0.200087,0.22210266666666667,0.050633357841775944,0.037701,0.11108599999999999,0.071878,0.073555,0.036721230957036284,0.309145,0.371519,0.357394,0.3460193333333333,0.03270575255720823,0.052378999999999995,0.355588,0.09967100000000001,0.16921266666666668,0.16312865159846487,0.089155,0.257696,0.092622,,0.0963219551348497
korea nigeria,1,['Organization'],['NONE'],['NONE'],['NONE'],0.243419,0.243419,0.243419,0.243419,,['neutral'],0.0,0.0,0.0,0.0,,0.177896,0.177896,0.177896,0.177896,,0.141517,0.141517,0.141517,0.141517,,0.655041,0.655041,0.655041,0.655041,,0.018772999999999998,0.018772999999999998,0.018772999999999998,0.018772999999999998,,0.008981,0.008981,0.008981,,
kosovo,3,['Location'],['Country'],['NONE' 'http://dbpedia.org/resource/Kosovo'],['NONE' 'http://en.wikipedia.org/wiki/Kosovo'],0.24041300000000002,0.35894299999999996,0.308325,0.3025603333333333,0.059474900263332346,['negative' 'neutral'],-0.31149299999999996,0.0,-0.301366,-0.20428633333333335,0.17698960004004002,0.107654,0.40923699999999996,0.298554,0.271815,0.1525591919977292,0.17757799999999999,0.6559649999999999,0.375154,0.40289899999999995,0.24039731531570807,0.07081799999999999,0.167478,0.11099400000000001,0.11642999999999999,0.048558742487836315,0.033364,0.228024,0.075941,0.112443,0.10233487139289325,0.078592,0.15596400000000002,0.129578,,0.03933238609593881
kurdistan,2,['Location'],['Country'],['http://dbpedia.org/resource/Kingdom_of_Kurdistan'],['http://en.wikipedia.org/wiki/Kingdom_of_Kurdistan'],0.351671,0.406279,0.378975,0.378975,0.03861368710703498,['negative'],-0.393816,-0.31066900000000003,-0.3522425,-0.3522425,0.05879380753531785,0.26614699999999997,0.44096899999999994,0.35355799999999993,0.35355799999999993,0.1236178217005946,0.11181700000000001,0.162605,0.137211,0.137211,0.03591253920290237,0.061765,0.429016,0.2453905,0.2453905,0.25968567249754076,0.054270000000000006,0.193436,0.123853,0.123853,0.09840522231060707,0.056143,0.175593,0.115868,,0.0844639050127331
la,4,['Location'],['StateOrCounty' 'City' 'Country'],['NONE'],['NONE'],0.282378,0.5906640000000001,0.313464,0.37499250000000006,0.14452614092843782,['positive' 'neutral' 'negative'],-0.377927,0.500488,0.1679855,0.11463300000000001,0.38885758728099934,0.118093,0.222701,0.199823,0.18511,0.04603749696352601,0.023459999999999998,0.812243,0.10569200000000001,0.26177175,0.3691050323475013,0.008019,0.339147,0.0443425,0.10896275,0.15543674592659867,0.06387899999999999,0.770616,0.10984949999999999,0.26354849999999996,0.3391276026065508,0.053413999999999996,0.44695,0.1062235,,0.18138907398439594
la cancion de los segadores los segadores,1,['Location'],['City'],['NONE'],['NONE'],0.9685090000000001,0.9685090000000001,0.9685090000000001,0.9685090000000001,,['positive'],0.448438,0.448438,0.448438,0.448438,,0.272896,0.272896,0.272896,0.272896,,0.16380899999999998,0.16380899999999998,0.16380899999999998,0.16380899999999998,,0.31003800000000004,0.31003800000000004,0.31003800000000004,0.31003800000000004,,0.105351,0.105351,0.105351,0.105351,,0.14536,0.14536,0.14536,,
la gran,1,['Location'],['City'],['NONE'],['NONE'],0.472445,0.472445,0.472445,0.472445,,['neutral'],0.0,0.0,0.0,0.0,,0.205885,0.205885,0.205885,0.205885,,0.071471,0.071471,0.071471,0.071471,,0.351281,0.351281,0.351281,0.351281,,0.044368,0.044368,0.044368,0.044368,,0.037693,0.037693,0.037693,,
la gusta el gobierno de españa el gobierno del,1,['Location'],['City'],['NONE'],['NONE'],0.88431,0.88431,0.88431,0.88431,,['neutral'],0.0,0.0,0.0,0.0,,0.070621,0.070621,0.070621,0.070621,,0.035256,0.035256,0.035256,0.035256,,0.111252,0.111252,0.111252,0.111252,,0.054810000000000005,0.054810000000000005,0.054810000000000005,0.054810000000000005,,0.03611,0.03611,0.03611,,
la liga,2,['Location'],['City'],['NONE'],['NONE'],0.33,0.662234,0.49611700000000003,0.49611700000000003,0.23492491434073143,['negative'],-0.488367,-0.304363,-0.39636499999999997,-0.39636499999999997,0.1301104761654495,0.21735500000000002,0.50613,0.36174249999999997,0.36174249999999997,0.2041947607371452,0.114745,0.177763,0.146254,0.146254,0.04456045513681386,0.040872000000000006,0.565248,0.30306,0.30306,0.370789825491477,0.269365,0.462771,0.366068,0.366068,0.13675869412216538,0.148701,0.43788299999999997,0.293292,,0.20448255319708816
la liga chief,1,['Organization'],['NONE'],['NONE'],['NONE'],0.24994,0.24994,0.24994,0.24994,,['neutral'],0.0,0.0,0.0,0.0,,0.19219,0.19219,0.19219,0.19219,,0.222809,0.222809,0.222809,0.222809,,0.25288299999999997,0.25288299999999997,0.25288299999999997,0.25288299999999997,,0.389845,0.389845,0.389845,0.389845,,0.142731,0.142731,0.142731,,
la nostra,1,['Company'],['NONE'],['NONE'],['NONE'],0.769509,0.769509,0.769509,0.769509,,['positive'],0.763304,0.763304,0.763304,0.763304,,0.443496,0.443496,0.443496,0.443496,,0.403408,0.403408,0.403408,0.403408,,0.151997,0.151997,0.151997,0.151997,,0.102745,0.102745,0.102745,0.102745,,0.107179,0.107179,0.107179,,
la nota,1,['Person'],['NONE'],['NONE'],['NONE'],0.547115,0.547115,0.547115,0.547115,,['positive'],0.6634800000000001,0.6634800000000001,0.6634800000000001,0.6634800000000001,,0.200208,0.200208,0.200208,0.200208,,0.11573599999999999,0.11573599999999999,0.11573599999999999,0.11573599999999999,,0.464316,0.464316,0.464316,0.464316,,0.072274,0.072274,0.072274,0.072274,,0.08905199999999999,0.08905199999999999,0.08905199999999999,,
la policía,1,['Location'],['City'],['NONE'],['NONE'],0.940793,0.940793,0.940793,0.940793,,['negative'],-0.532709,-0.532709,-0.532709,-0.532709,,0.255352,0.255352,0.255352,0.255352,,0.127341,0.127341,0.127341,0.127341,,0.12904000000000002,0.12904000000000002,0.12904000000000002,0.12904000000000002,,0.089929,0.089929,0.089929,0.089929,,0.251709,0.251709,0.251709,,
la primera,1,['Location'],['City'],['NONE'],['NONE'],0.722963,0.722963,0.722963,0.722963,,['negative'],-0.740949,-0.740949,-0.740949,-0.740949,,0.455759,0.455759,0.455759,0.455759,,0.352107,0.352107,0.352107,0.352107,,0.15170999999999998,0.15170999999999998,0.15170999999999998,0.15170999999999998,,0.043118000000000004,0.043118000000000004,0.043118000000000004,0.043118000000000004,,0.179591,0.179591,0.179591,,
la vanguardia,1,['Location'],['City'],['NONE'],['NONE'],0.26915300000000003,0.26915300000000003,0.26915300000000003,0.26915300000000003,,['negative'],-0.561128,-0.561128,-0.561128,-0.561128,,0.415155,0.415155,0.415155,0.415155,,0.25238499999999997,0.25238499999999997,0.25238499999999997,0.25238499999999997,,0.02,0.02,0.02,0.02,,0.33778800000000003,0.33778800000000003,0.33778800000000003,0.33778800000000003,,0.340702,0.340702,0.340702,,
lance,1,['Person'],['NONE'],['NONE'],['NONE'],0.473708,0.473708,0.473708,0.473708,,['neutral'],0.0,0.0,0.0,0.0,,0.17649600000000001,0.17649600000000001,0.17649600000000001,0.17649600000000001,,0.067428,0.067428,0.067428,0.067428,,0.07399700000000001,0.07399700000000001,0.07399700000000001,0.07399700000000001,,0.524845,0.524845,0.524845,0.524845,,0.048262,0.048262,0.048262,,
lang,1,['Person'],['NONE'],['NONE'],['NONE'],0.20630500000000002,0.20630500000000002,0.20630500000000002,0.20630500000000002,,['neutral'],0.0,0.0,0.0,0.0,,0.459129,0.459129,0.459129,0.459129,,0.169131,0.169131,0.169131,0.169131,,0.013321000000000001,0.013321000000000001,0.013321000000000001,0.013321000000000001,,0.37046999999999997,0.37046999999999997,0.37046999999999997,0.37046999999999997,,0.37526,0.37526,0.37526,,
lara spencer,2,['Person'],"['TVPersonality, TVActor']",['http://dbpedia.org/resource/Lara_Spencer'],['http://en.wikipedia.org/wiki/Lara_Spencer'],0.842505,0.8883260000000001,0.8654155,0.8654155,0.03240033982074887,['positive'],0.467847,0.467847,0.467847,0.467847,0.0,0.159495,0.159495,0.159495,0.159495,0.0,0.06816,0.06816,0.06816,0.06816,0.0,0.194937,0.194937,0.194937,0.194937,0.0,0.097038,0.097038,0.097038,0.097038,0.0,0.109927,0.109927,0.109927,,0.0
las palmas,4,['Location' 'Facility'],['City' 'NONE'],['NONE' 'http://dbpedia.org/resource/Las_Palmas'],['NONE' 'http://en.wikipedia.org/wiki/Las_Palmas'],0.167542,0.33,0.265374,0.2570725,0.0740450802799664,['negative' 'neutral'],-0.304363,0.0,0.0,-0.07609075,0.1521815,0.145495,0.331428,0.2119745,0.225218,0.0775564331610645,0.051511,0.177763,0.12102450000000001,0.11783075,0.06219138754080022,0.040872000000000006,0.246049,0.218802,0.18113125,0.09690200557737011,0.09691699999999999,0.462771,0.11790799999999999,0.198876,0.17687313570466265,0.083838,0.43788299999999997,0.227893,,0.1684327417880799
las vegas,2,['Location'],['City'],['http://dbpedia.org/resource/Las_Vegas'],['http://en.wikipedia.org/wiki/Las_Vegas'],0.196329,0.6827409999999999,0.43953499999999995,0.43953499999999995,0.3439452236505109,['negative'],-0.694253,-0.657116,-0.6756845,-0.6756845,0.026259824532924796,0.469667,0.824142,0.6469045,0.6469045,0.25065167626110146,0.14339200000000002,0.231582,0.18748700000000001,0.18748700000000001,0.06235974703284162,0.058728999999999996,0.071712,0.0652205,0.0652205,0.009180367340144949,0.023763,0.291468,0.1576155,0.1576155,0.1892960208575447,0.080334,0.300993,0.1906635,,0.1560294752298424
latin america,1,['Location'],['Continent'],['NONE'],['NONE'],0.289976,0.289976,0.289976,0.289976,,['negative'],-0.706418,-0.706418,-0.706418,-0.706418,,0.70438,0.70438,0.70438,0.70438,,0.233827,0.233827,0.233827,0.233827,,0.032287,0.032287,0.032287,0.032287,,0.269477,0.269477,0.269477,0.269477,,0.039881,0.039881,0.039881,,
laura,2,['Person'],['NONE'],['NONE'],['NONE'],0.21422800000000009,0.4966350000000001,0.3554315000000001,0.3554315000000001,0.19969190475454934,['positive'],0.532921,0.53481,0.5338655,0.5338655,0.0013357247096614092,0.15043800000000002,0.460628,0.305533,0.305533,0.21933745245625516,0.079669,0.10955,0.0946095,0.0946095,0.02112905772863522,0.069883,0.285523,0.177703,0.177703,0.15248050629506713,0.0586,0.14019,0.09939500000000001,0.09939500000000001,0.05769284227701042,0.233104,0.304894,0.268999,,0.050763195821382244
le w nc state,1,['Organization'],['NONE'],['NONE'],['NONE'],0.8585889999999999,0.8585889999999999,0.8585889999999999,0.8585889999999999,,['neutral'],0.0,0.0,0.0,0.0,,0.281939,0.281939,0.281939,0.281939,,0.083128,0.083128,0.083128,0.083128,,0.11991199999999999,0.11991199999999999,0.11991199999999999,0.11991199999999999,,0.4159890000000001,0.4159890000000001,0.4159890000000001,0.4159890000000001,,0.179697,0.179697,0.179697,,
lee,1,['Person'],['NONE'],['NONE'],['NONE'],0.36186199999999996,0.36186199999999996,0.36186199999999996,0.36186199999999996,,['neutral'],0.0,0.0,0.0,0.0,,0.294186,0.294186,0.294186,0.294186,,0.20748000000000005,0.20748000000000005,0.20748000000000005,0.20748000000000005,,0.028526,0.028526,0.028526,0.028526,,0.28730100000000003,0.28730100000000003,0.28730100000000003,0.28730100000000003,,0.55512,0.55512,0.55512,,
legislative council,1,['Organization'],['NONE'],['NONE'],['NONE'],0.341172,0.341172,0.341172,0.341172,,['negative'],-0.344285,-0.344285,-0.344285,-0.344285,,0.1801,0.1801,0.1801,0.1801,,0.262415,0.262415,0.262415,0.262415,,0.108732,0.108732,0.108732,0.108732,,0.128573,0.128573,0.128573,0.128573,,0.293335,0.293335,0.293335,,
